XMID,DBA,Status,Sales Rep,Portfolio,Date Added,Date Approved,Date Assigned,Date Created,Date Submitted,Date Closed,VIPStatus
,"HC1 Marketing, LLC",Pending,Ron Cunninghman,Ron Cunningham,6/6/2022 5:55:05 PM,,,6/6/2022 5:55:05 PM,6/7/2022 2:12:29 PM,,
8739297085300488,Just The Numbers Bookkeeping Services,Approved,Ron Cunninghman,Ron Cunningham,6/6/2022 5:38:48 PM,6/15/2022 9:06:17 AM,,6/6/2022 5:38:49 PM,6/7/2022 2:10:31 PM,,
,Petunia Naturals,Declined,Michael Wright,CBD - PAYMENTCLOUD,6/6/2022 5:23:44 PM,,,6/6/2022 5:23:44 PM,6/6/2022 6:19:00 PM,6/7/2022 12:36:44 PM,
56310000007500,AKROPOLIS,Approved,Justin Lowrance,Justin Lowrance,6/6/2022 5:18:23 PM,6/7/2022 6:05:53 AM,,6/6/2022 5:18:23 PM,6/6/2022 5:32:56 PM,,
8739297225300035,VENUS NAILS & SPA,Approved,Dan Nguyen,Cash Discount,6/6/2022 5:17:58 PM,6/15/2022 5:35:36 AM,,6/6/2022 5:17:58 PM,6/14/2022 10:30:23 PM,,
56310000007499,NEW TOWN CLEANERS,Approved,Chris Wingate,Chris Wingate,6/6/2022 5:17:27 PM,6/7/2022 4:29:58 AM,,6/6/2022 5:17:27 PM,6/6/2022 5:59:25 PM,,
56310000007498,H&H Beverage #2,Approved,Mary Hogue,Mary Hogue,6/6/2022 5:15:09 PM,6/7/2022 3:31:15 AM,,6/6/2022 5:15:09 PM,6/6/2022 5:30:46 PM,,
,POTRILLOS TAQUERIA,Pending,Charles Strader,Charles Strader,6/6/2022 5:04:29 PM,,,6/6/2022 5:04:29 PM,6/6/2022 5:48:25 PM,,
56310000007501,TISHOMINGO GOLF COURSE,Approved,Charles Strader,Charles Strader,6/6/2022 4:58:22 PM,6/7/2022 8:22:35 AM,,6/6/2022 4:58:22 PM,6/6/2022 5:12:34 PM,,
8739298450300873,Aranda's Restaurant,Approved,Kylie Beavers,Kylie Beavers,6/6/2022 4:58:02 PM,6/8/2022 9:10:50 AM,,6/6/2022 4:58:02 PM,6/6/2022 5:44:38 PM,,
,NEW TOWN CLEANERS,Draft,Chris Wingate,Chris Wingate,6/6/2022 4:47:51 PM,,,6/6/2022 4:47:51 PM,,,
554402050037498,NORTHERN CAKES SNACKS OUTLET AND REDEMPTION CENTER,Approved,Jack Streeter,Jack Streeter2,6/6/2022 4:46:07 PM,6/7/2022 12:00:09 PM,,6/6/2022 4:46:07 PM,6/7/2022 9:47:51 AM,,
56310000007497,H&H Beverage #1,Approved,Mary Hogue,Mary Hogue,6/6/2022 4:43:45 PM,6/7/2022 2:57:17 AM,,6/6/2022 4:43:45 PM,6/6/2022 5:06:27 PM,,
554402000689786,LS Car Wash,Approved,Unitec DRB New,PPS_WASH_DRB,6/6/2022 4:41:42 PM,6/12/2022 6:26:58 PM,,6/6/2022 4:41:42 PM,6/6/2022 4:41:44 PM,,
8739299330301993,BARNHOUSE,Approved,Enrique Jimenez,Enrique Jimenez,6/6/2022 4:29:49 PM,6/7/2022 7:53:25 AM,,6/6/2022 4:29:49 PM,6/6/2022 4:51:28 PM,,
554402009789009,Qinji Hawaii BBQ & Ramen,Approved,Leila Li,Leila Li,6/6/2022 4:27:33 PM,6/8/2022 1:48:33 AM,,6/6/2022 4:27:33 PM,6/6/2022 4:27:33 PM,,
8739299330301994,BARNHOUSE-ETAB,Approved,Enrique Jimenez,Enrique Jimenez,6/6/2022 4:13:21 PM,6/7/2022 2:23:26 PM,,6/6/2022 4:13:21 PM,6/6/2022 4:53:43 PM,,
,topmaverickg8662030097,Cancelled,Amanda Collazzo,BRANDON RODRIQUEZ,6/6/2022 3:48:11 PM,,,6/6/2022 3:48:11 PM,6/6/2022 3:57:39 PM,,
554402050037456,ROOTS IN THE COVE,Approved,Dave Beck,Dave Beck,6/6/2022 3:40:27 PM,6/7/2022 7:38:23 AM,,6/6/2022 3:40:27 PM,6/6/2022 4:24:02 PM,,
56310000007505,ROSA'S GRILL,Approved,John Watson,John Watson,6/6/2022 3:37:43 PM,6/7/2022 12:05:28 PM,,6/6/2022 3:37:43 PM,6/6/2022 5:05:24 PM,,
554402050037522,JURASSIC FIREWORKS - FORT LUPTON,Approved,Jared Kasee,Jared Kasee,6/6/2022 3:33:08 PM,6/7/2022 1:51:51 PM,,6/6/2022 3:33:08 PM,6/6/2022 3:53:41 PM,,
,getyourmaver8662030097,Cancelled,Amanda Collazzo,BRANDON RODRIQUEZ,6/6/2022 3:32:01 PM,,,6/6/2022 3:32:01 PM,6/6/2022 3:40:58 PM,,
554402050037530,AVP OAKLAND PARK MANAGEMENT,Approved,David Glibowski,David Glibowski,6/6/2022 3:24:54 PM,6/7/2022 3:38:01 PM,,6/6/2022 3:24:54 PM,6/6/2022 3:32:33 PM,,
554402050037514,JURASSIC FIREWORKS - LONGMONT,Approved,Jared Kasee,Jared Kasee,6/6/2022 3:16:56 PM,6/7/2022 1:42:21 PM,,6/6/2022 3:16:56 PM,6/6/2022 3:30:56 PM,,
,reliablechangeling.com,Cancelled,Jimmy Ng,"HRSS - JJAMS, INC",6/6/2022 3:10:47 PM,,,6/6/2022 3:10:48 PM,6/14/2022 2:25:58 PM,7/1/2022 11:24:26 AM,
554402008939506,Best In The West Organic Products,Approved,Dan Drake,SFGNEW 1099Watson,6/6/2022 3:10:44 PM,6/10/2022 11:13:02 AM,,6/6/2022 3:10:44 PM,6/6/2022 3:45:53 PM,,
554402050037548,JURASSIC FIREWORKS - FIRESTONE,Approved,Jared Kasee,Jared Kasee,6/6/2022 3:05:01 PM,6/7/2022 4:42:45 PM,,6/6/2022 3:05:01 PM,6/6/2022 3:57:19 PM,,
,fastactdeals.com,Cancelled,Jimmy Ng,"HRSS - JJAMS, INC",6/6/2022 3:03:33 PM,,,6/6/2022 3:03:33 PM,6/14/2022 2:25:42 PM,,
554402050037506,JURASSIC FIREWORKS - AURORA,Approved,Jared Kasee,Jared Kasee,6/6/2022 2:57:31 PM,6/7/2022 1:27:20 PM,,6/6/2022 2:57:31 PM,6/6/2022 3:14:01 PM,,
56310000007509,DMV Automotive,Approved,Tonya Futrell,Enhanced Payment Systems LLC,6/6/2022 2:55:47 PM,6/7/2022 2:08:26 PM,,6/6/2022 2:55:47 PM,6/6/2022 3:16:18 PM,,
8739296850302535,BRIDGESIDE CABINS,Approved,Brian Landry,Advanced Payments,6/6/2022 2:55:40 PM,6/9/2022 5:56:04 PM,,6/6/2022 2:55:41 PM,6/8/2022 9:58:21 PM,,
56310000007531,RAIMER'S MOTORS INC,Approved,Robby Richardson,Robby Richardson,6/6/2022 2:40:38 PM,6/8/2022 2:08:51 PM,,6/6/2022 2:40:38 PM,6/6/2022 3:10:04 PM,,
554402000689125,Quick N Clean Carwash,Approved,Unitec DRB New,PPS_WASH_DRB,6/6/2022 2:38:42 PM,6/6/2022 5:02:48 PM,,6/6/2022 2:38:43 PM,6/6/2022 2:38:45 PM,,
56310000007575,BOOKER AUTOMOTIVE REPAIR,Approved,Andrea Henderson,Andrea Henderson,6/6/2022 2:38:07 PM,6/13/2022 9:15:04 AM,,6/6/2022 2:38:08 PM,6/6/2022 2:50:13 PM,,
,HONEY FOOD MART,Cancelled,Chris  Franks,Chris Franks,6/6/2022 2:37:46 PM,,,6/6/2022 2:37:47 PM,6/6/2022 3:47:07 PM,,
554402000689224,Malone Diesel,Approved,Stephen Tyler,"Preferred Payment Partners, LLC",6/6/2022 2:32:37 PM,6/7/2022 12:14:30 PM,,6/6/2022 2:32:37 PM,6/7/2022 9:55:58 AM,,
56310000007494,FASHION NAILS,Approved,Jim Outman,Jim Outman,6/6/2022 2:28:20 PM,6/6/2022 5:11:38 PM,,6/6/2022 2:28:20 PM,6/6/2022 3:08:51 PM,,
8739297575300600,Moving Company,Approved,Ross Church,KickFees API,6/6/2022 2:21:48 PM,6/10/2022 11:09:06 AM,,6/6/2022 2:21:48 PM,6/6/2022 2:21:48 PM,,
56310000007552,Robert Guido PGA Golf,Approved,John FitzMaurice,SCORE - SUB JFM,6/6/2022 2:19:58 PM,6/9/2022 2:23:59 PM,,6/6/2022 2:19:58 PM,6/6/2022 2:32:32 PM,,
8739297430301929,Chris Cote's Golf Performance Center - Portland,Approved,Michael  Noel,Michael Noel,6/6/2022 2:00:57 PM,6/16/2022 3:21:41 PM,,6/6/2022 2:00:57 PM,6/16/2022 6:44:31 AM,,
554402000689117,"Lisa J. Trigg, PhD, ARNP",Approved,Trace Wendell,"Dharma Payment, LLC",6/6/2022 1:30:02 PM,6/6/2022 4:35:52 PM,,6/6/2022 1:30:03 PM,6/6/2022 2:30:17 PM,,
,"GPO Plus, Inc.",Cancelled,Mitch Langer,CBD - Unity Payments,6/6/2022 1:19:03 PM,,,6/6/2022 1:19:03 PM,6/9/2022 11:22:49 AM,,
,The Geology Graduate Student Organization-GGSO,Pending,Jennifer Langston,Banc Card of America,6/6/2022 1:16:16 PM,,,6/6/2022 1:16:16 PM,6/6/2022 4:48:19 PM,,
8739297330300330,Golden Spa Nails,Approved,Chloris Cheong,Universal General CDP,6/6/2022 1:07:05 PM,6/7/2022 10:01:34 AM,,6/6/2022 1:07:05 PM,6/6/2022 1:07:05 PM,,
554402050037480,THE SUPER VITAMIN OUTLET INC,Approved,Amy Morin,Amy Morin,6/6/2022 1:05:19 PM,6/7/2022 10:24:59 AM,,6/6/2022 1:05:19 PM,6/6/2022 1:19:29 PM,,
554402002407906,Four Stars 7 Inc,Approved,David Gueldner,David Gueldner,6/6/2022 12:58:11 PM,6/23/2022 1:00:45 PM,,6/6/2022 12:58:11 PM,6/6/2022 12:58:19 PM,,
56310000007495,TEXAS AG PLUS,Approved,Amy Morin,Amy Morin,6/6/2022 12:55:24 PM,6/6/2022 6:50:10 PM,,6/6/2022 12:55:25 PM,6/6/2022 1:52:23 PM,,
8739298245300103,Boost Motors,Approved,Patrick McCawley,Patrick McCawley,6/6/2022 12:50:42 PM,6/6/2022 3:47:23 PM,,6/6/2022 12:50:42 PM,6/6/2022 2:16:30 PM,,
8739298330300314,Southeast Veterinary Neurology,Approved,Marc Draper,Convenient Payments - ISV,6/6/2022 12:43:22 PM,6/6/2022 5:05:11 PM,,6/6/2022 12:43:22 PM,6/6/2022 12:43:22 PM,,
,Off Lease Motors,Draft,Jack Winstead,Jack Winstead,6/6/2022 12:43:15 PM,,,6/6/2022 12:43:15 PM,,,
,No 1 Chinese Restaurant,Draft,UP2018 API,Mingxi Chen(Rex Sun),6/6/2022 12:40:52 PM,,,6/6/2022 12:40:52 PM,6/6/2022 12:40:52 PM,,
554402000689521,Bursett Optometry,Approved,Trace Wendell,"Dharma Payment, LLC",6/6/2022 12:37:58 PM,6/9/2022 1:44:27 PM,,6/6/2022 12:37:58 PM,6/6/2022 12:52:43 PM,,
56310000007530,ST.LOUIS HOT TUBS WAREHOUSE,Approved,Tom Biehle,Tom Biehle,6/6/2022 12:37:39 PM,6/8/2022 1:49:16 PM,,6/6/2022 12:37:39 PM,6/6/2022 1:50:27 PM,,
554402003535499,MOSAIC PSYCHOLOGICAL SERVICES LLC,Closed,Genesis Blanco,Advanced Merchant Services,6/6/2022 12:33:35 PM,6/6/2022 4:32:35 PM,,6/6/2022 12:33:35 PM,6/6/2022 12:33:48 PM,6/13/2022 11:44:22 PM,
554402009788985,Diamond Head Restaurant,Approved,Vicky Chen,Xiuying Chen Affiliate( Penghui Wei),6/6/2022 12:25:50 PM,6/6/2022 3:29:26 PM,,6/6/2022 12:25:50 PM,6/6/2022 12:25:50 PM,,
554402000689133,UCO Medical Clinic,Approved,Jim Hendrick,Jim Hendrick,6/6/2022 12:20:09 PM,6/6/2022 5:28:51 PM,,6/6/2022 12:20:09 PM,6/6/2022 3:06:31 PM,,
8739299315300049,"Hot Dog Heaven of Orlando, INC",Approved,David Campbell,Merchant Advantage Technologies,6/6/2022 12:15:36 PM,6/7/2022 9:56:01 AM,,6/6/2022 12:15:36 PM,6/6/2022 2:10:02 PM,,
8739292500304437,AMERICAN EUROPEAN AUTO REPAIR - NZ0,Approved,John Pyonteck,John Pyonteck NZO Override 65,6/6/2022 12:11:37 PM,6/7/2022 1:31:14 AM,,6/6/2022 12:11:37 PM,6/6/2022 3:40:07 PM,,
56310000007491,CERTIFIED AUTOMOTIVE AND PERFORMANCE,Approved,Robby Richardson,Robby Richardson,6/6/2022 12:11:27 PM,6/6/2022 1:48:33 PM,,6/6/2022 12:11:27 PM,6/6/2022 12:26:33 PM,,
8739299330301995,MORAN LANDSCAPING,Approved,Ronnie Newton,Ronnie Newton,6/6/2022 12:11:12 PM,6/7/2022 4:00:41 PM,,6/6/2022 12:11:12 PM,6/6/2022 2:32:58 PM,,
8739299330302035,TIM'S MAIN STREET LUBE EXPRESS,Approved,Deming Payne,Deming Payne,6/6/2022 12:04:34 PM,6/13/2022 11:12:53 AM,,6/6/2022 12:04:34 PM,6/6/2022 2:50:30 PM,,
554402050037472,BITS OF SUGAR,Approved,Dan Wagner,Dan Wagner,6/6/2022 11:58:39 AM,6/7/2022 9:53:17 AM,,6/6/2022 11:58:39 AM,6/6/2022 1:16:58 PM,,
554402000689109,Kelly's Liquor Store,Approved,Kamy Jethani,JMS,6/6/2022 11:57:40 AM,6/6/2022 4:20:02 PM,,6/6/2022 11:57:40 AM,6/6/2022 12:10:27 PM,,
8739297070300315,Miceli Law PA IOLTA,Approved,Ruston Miles,Payment Tree,6/6/2022 11:45:58 AM,6/13/2022 8:44:57 AM,,6/6/2022 11:45:58 AM,6/6/2022 2:10:02 PM,,
,RIDE N ROLL,Declined,Don Hutter,Don Hutter,6/6/2022 11:44:58 AM,,,6/6/2022 11:44:59 AM,6/6/2022 11:57:12 AM,6/6/2022 2:04:25 PM,
8739297430301912,BARBARA'S BIKE SHOP,Approved,Thomas Fantom ,Tommy Fantom,6/6/2022 11:38:04 AM,6/7/2022 11:38:01 AM,,6/6/2022 11:38:04 AM,6/6/2022 2:25:07 PM,,
554402050037464,ALLEY LOOP SALOON & DELI,Approved,Lindsay Castronovo,Lindsay Castronovo,6/6/2022 11:28:19 AM,6/7/2022 9:45:29 AM,,6/6/2022 11:28:19 AM,6/6/2022 1:11:37 PM,,
554402050037605,PAPA'S GARAGE,Approved,Lindsay Castronovo,Lindsay Castronovo,6/6/2022 11:25:27 AM,6/8/2022 10:39:32 AM,,6/6/2022 11:25:27 AM,6/6/2022 11:37:48 AM,,
8739299330302012,FIREHOUSE HAULING TOWING,Approved,George Bahamon,George Bahamon,6/6/2022 11:13:02 AM,6/9/2022 10:37:42 AM,,6/6/2022 11:13:02 AM,6/6/2022 2:50:55 PM,,
8739297430301911,BHUIYAN DELI GROCERY,Approved, Abubakar Rafique ,EZ Payment Systems,6/6/2022 11:08:17 AM,6/6/2022 4:50:07 PM,,6/6/2022 11:08:17 AM,6/6/2022 12:35:20 PM,,
56310000007492,TIREMAN AUTO SERVICE,Approved,Don Hutter,Don Hutter,6/6/2022 10:49:20 AM,6/6/2022 2:48:47 PM,,6/6/2022 10:49:20 AM,6/6/2022 1:04:36 PM,,
,SUPREME BEAUTY SUPPLY #1,Cancelled,Dai Lim,IB Creations,6/6/2022 10:35:16 AM,,,6/6/2022 10:35:16 AM,6/6/2022 10:55:56 AM,,
554402050037431,KNES Texas 99,Approved,Morgan King,Morgan/King,6/6/2022 10:32:21 AM,6/6/2022 3:39:52 PM,,6/6/2022 10:32:21 AM,6/6/2022 10:40:23 AM,,
554402050037423,"RIBS, WINGS, & THINGS",Approved,Andrea DelosSantos,Andrea DelosSantos,6/6/2022 10:30:40 AM,6/6/2022 3:21:01 PM,,6/6/2022 10:30:40 AM,6/6/2022 11:34:23 AM,,
8739299330301992,TUX EXPRESS,Approved,Anthony Lee,Anthony Lee - Team Brown,6/6/2022 10:14:11 AM,6/6/2022 4:06:19 PM,,6/6/2022 10:14:11 AM,6/6/2022 11:29:14 AM,,
8739490110300041,PENNY AUTOMOTIVE,Approved,David  Leighton,David leighton,6/6/2022 9:46:29 AM,6/6/2022 11:03:31 AM,,6/6/2022 9:46:29 AM,6/6/2022 9:49:57 AM,,
8739295575300177,"First Alert Home Health Care, LLC",Approved,Timothy Healey,House - Payright,6/6/2022 9:37:05 AM,6/23/2022 2:02:31 PM,,6/6/2022 9:37:05 AM,6/6/2022 9:37:05 AM,,
554402050037415,DARLING DAISY BOUTIQUE,Approved,CHRISTINA  CARRIER ,CHRISTINA CARRIER,6/6/2022 9:36:55 AM,6/6/2022 2:02:51 PM,,6/6/2022 9:36:55 AM,6/6/2022 9:49:53 AM,,
8739299330301990,THE SCURVY DOG TATTOO PROJECT LLC,Approved,Jacob Allen,Jacob Allen,6/6/2022 9:36:19 AM,6/6/2022 11:26:14 AM,,6/6/2022 9:36:19 AM,6/6/2022 11:05:08 AM,,
56310000007524,HEALTHWISE PHARMACY,Approved,Nate Renaud,Nate Renaud,6/6/2022 9:22:56 AM,6/8/2022 10:50:16 AM,,6/6/2022 9:22:56 AM,6/6/2022 9:32:01 AM,,
8739299330301991,BONEY AND CLAUDE'S POOCH SALON,Approved,Courtney Pierz2,Courtney Pierz2,6/6/2022 9:20:11 AM,6/6/2022 2:34:00 PM,,6/6/2022 9:20:11 AM,6/6/2022 9:36:01 AM,,
56310000007488,DR EURO MASTER AUTO REPAIR,Approved,Todd Harrison,Todd Harrison,6/6/2022 9:16:57 AM,6/6/2022 11:36:46 AM,,6/6/2022 9:16:57 AM,6/6/2022 10:52:56 AM,,
554402050037407,LAURYS STATION AMERICAN DINER,Approved,Dee Patel,Dee Patel,6/6/2022 9:14:14 AM,6/6/2022 10:48:04 AM,,6/6/2022 9:14:14 AM,6/6/2022 9:42:55 AM,,
8739490110300042,Instant Auto Repair,Approved,Mike Castelo,PPSD LLC,6/6/2022 9:02:31 AM,6/6/2022 1:17:34 PM,,6/6/2022 9:02:31 AM,6/6/2022 9:07:49 AM,,
,CREATIVE CUTTERS,Draft,Ralph Zanfardino,ACCPC - Ralph Zanfardino - II,6/6/2022 9:02:25 AM,,,6/6/2022 9:02:25 AM,,,
554402000689083,Rockstar Music Store,Approved,Carson  Cook,Go Free Pay LLC,6/6/2022 5:59:33 AM,6/6/2022 1:38:03 PM,,6/6/2022 5:59:33 AM,6/6/2022 6:14:44 AM,,
554402000689810,Boba Works,Approved,Carson  Cook,Go Free Pay LLC,6/6/2022 4:42:32 AM,6/13/2022 9:10:23 AM,,6/6/2022 4:42:32 AM,6/6/2022 4:53:41 AM,,
554402000689497,Arreolas Tires & Wheels,Approved,Carson  Cook,Go Free Pay LLC,6/6/2022 3:44:46 AM,6/9/2022 9:26:26 AM,,6/6/2022 3:44:46 AM,6/6/2022 4:27:12 AM,,
554402000690172,"Mojave Earth Solutions, Inc",Approved,Scott McHenry,Marsh McHenry,6/6/2022 12:49:09 AM,6/15/2022 10:56:35 AM,,6/6/2022 12:49:09 AM,6/7/2022 12:51:50 AM,,
8739298450300871,Sterling Monument Company of Granbury,Approved,Ryan Upton,Ryan Upton,6/5/2022 2:15:26 PM,6/6/2022 2:08:27 PM,,6/5/2022 2:15:26 PM,6/5/2022 2:47:23 PM,,
8739290001300826,China King,Approved,Lily Zheng,Red Hat Merchant Solution Corp,6/5/2022 10:28:35 AM,6/7/2022 1:02:04 AM,,6/5/2022 10:28:35 AM,6/5/2022 10:37:27 AM,,
56310000007489,Northport Fish & Lobster,Approved,John FitzMaurice,SCORE - SUB JFM,6/5/2022 10:17:51 AM,6/6/2022 11:48:25 AM,,6/5/2022 10:17:51 AM,6/6/2022 10:06:41 AM,,
8739298450300880,Anglers Haven Resort,Approved,Jill Anderson,Jill Anderson,6/4/2022 12:53:26 PM,6/16/2022 11:26:34 AM,,6/4/2022 12:53:26 PM,6/13/2022 10:52:32 PM,,
554402030011704,MY NAILS,Approved,Dan Nguyen,Dan Nguyen (DK Mobility),6/4/2022 9:33:41 AM,6/6/2022 10:08:54 AM,,6/4/2022 9:33:41 AM,6/5/2022 9:18:46 PM,,
56310000007481,Glass Pro Shop,Approved,Adam Belcher,Meridian Blue Solutions,6/4/2022 9:32:15 AM,6/6/2022 4:06:19 AM,,6/4/2022 9:32:15 AM,6/4/2022 9:39:16 AM,,
8739297925303947,"GM Waukesha Civic Theatre, Inc. (#3967), FL",Conditionally Approved,Rachel Faust,Eldder - GM,6/3/2022 11:00:04 PM,6/3/2022 11:00:08 PM,,6/3/2022 11:00:04 PM,6/3/2022 11:00:04 PM,,
8739297330300328,Spa,Approved,Bixia Lin,Bixia Lin(Araya Zhang),6/3/2022 7:18:56 PM,6/6/2022 4:41:02 AM,,6/3/2022 7:18:56 PM,6/3/2022 7:18:56 PM,,
8739297060300232,F1N1 Performance LLC,Approved,Karla Hernandez,"WESTGATE SERVICES, LLC",6/3/2022 6:01:59 PM,6/7/2022 12:29:49 PM,,6/3/2022 6:01:59 PM,6/6/2022 2:53:14 PM,,
8739298450300868,Golder Alignment & Inspection,Approved,Carol Steen,Carol Steen,6/3/2022 5:20:08 PM,6/6/2022 7:16:09 AM,,6/3/2022 5:20:08 PM,6/3/2022 5:48:12 PM,,
8739296908300273,SHAWARMA STOP,Approved,Majed  Rizk,Majed Rizk - Bay Area East,6/3/2022 5:12:19 PM,6/9/2022 2:05:17 AM,,6/3/2022 5:12:19 PM,6/3/2022 5:55:22 PM,,
56310000007504,"SHOP & GO, INC",Approved,GREG FABIANI,Score - JJF FABS,6/3/2022 4:26:23 PM,6/7/2022 11:45:13 AM,,6/3/2022 4:26:23 PM,6/7/2022 11:09:27 AM,,
8739293600300520,Seville Cleaners SATX,Approved,Tarrance Burton,Tarrance Burton,6/3/2022 3:54:49 PM,6/6/2022 1:05:02 PM,,6/3/2022 3:54:49 PM,6/6/2022 9:09:11 AM,,
56310000007490,SMD LIGHTING,Approved,KIN  CHAN ,KIN CHAN,6/3/2022 3:51:23 PM,6/6/2022 12:00:36 PM,,6/3/2022 3:51:23 PM,6/6/2022 10:02:49 AM,,
8739293600300518,Seville Cleaners SATX,Approved,Tarrance Burton,Tarrance Burton,6/3/2022 3:43:53 PM,6/3/2022 4:51:58 PM,,6/3/2022 3:43:53 PM,6/3/2022 3:47:43 PM,,
56310000007642,24/7 TOWING & RECOVERY,Approved,Jared Kasee,Jared Kasee,6/3/2022 3:33:49 PM,6/21/2022 12:38:53 AM,,6/3/2022 3:33:49 PM,6/6/2022 3:42:27 PM,,
56310000007520,King of Smokers Corporation,Approved,GREG FABIANI,Score - JJF FABS,6/3/2022 3:28:08 PM,6/8/2022 9:08:15 AM,,6/3/2022 3:28:08 PM,6/3/2022 3:35:54 PM,,
,KH Commerce Keto,Pending,Seth Proper,HRSS - MerchantX LLC,6/3/2022 3:28:07 PM,,,6/3/2022 3:28:07 PM,6/3/2022 3:32:09 PM,,
8739297330300332,China Happy Feet Spa,Approved,Catherine Xu,Catherine Xu(Wenli Xiong),6/3/2022 3:23:55 PM,6/8/2022 11:15:24 AM,,6/3/2022 3:23:55 PM,6/3/2022 3:23:55 PM,,
8739293600300517,Seville Cleaners SATX,Approved,Tarrance Burton,Tarrance Burton,6/3/2022 3:21:32 PM,6/3/2022 4:44:06 PM,,6/3/2022 3:21:32 PM,6/3/2022 3:27:31 PM,,
,KH Commerce Healthy Skin,Pending,Seth Proper,HRSS - MerchantX LLC,6/3/2022 3:11:36 PM,,,6/3/2022 3:11:36 PM,6/3/2022 3:27:08 PM,,
56310000007582,La Langosta,Approved,Carlos Medellin,Digital Market POS,6/3/2022 3:07:45 PM,6/14/2022 8:15:33 AM,,6/3/2022 3:07:45 PM,6/11/2022 9:32:20 AM,,
8739298455300578,Mekong Market,Closed,Phong Nguyen,500- Phong Nguyen- 5300,6/3/2022 3:04:55 PM,6/6/2022 2:08:06 AM,,6/3/2022 3:04:55 PM,6/3/2022 4:06:01 PM,6/13/2022 7:56:39 PM,
8739297430301910,MAXX SALON,Approved,John  Kinikin,John Kinikin,6/3/2022 2:49:37 PM,6/6/2022 6:53:37 AM,,6/3/2022 2:49:37 PM,6/3/2022 4:27:03 PM,,
554402008939480,J & M Cake Supplies,Approved,Dan Drake,SFGNEW 1099Watson,6/3/2022 2:43:00 PM,6/3/2022 3:53:11 PM,,6/3/2022 2:43:00 PM,6/3/2022 2:54:33 PM,,
554402050037373,THE CRAFT CUPBOARD,Approved,Timothy Yapel,Timothy Yapel,6/3/2022 2:32:27 PM,6/3/2022 4:07:16 PM,,6/3/2022 2:32:27 PM,6/3/2022 2:57:43 PM,,
8739299330301989,HOUSTON CONTRACTING,Approved,Andrea DelosSantos,Andrea DelosSantos,6/3/2022 2:30:55 PM,6/6/2022 10:52:16 AM,,6/3/2022 2:30:55 PM,6/3/2022 3:26:10 PM,,
554402000689026,City of Bremerton Parks and Recreation,Conditionally Approved,Cameron Barnwell,RecDesk,6/3/2022 2:26:31 PM,6/3/2022 5:43:17 PM,,6/3/2022 2:26:31 PM,6/3/2022 2:35:15 PM,,
8739299330301985,A & B AUTO BODY REPAIR,Approved,Emilia Depina,Emilia Depina,6/3/2022 2:21:01 PM,6/3/2022 4:18:48 PM,,6/3/2022 2:21:01 PM,6/3/2022 3:17:40 PM,,
,Sprint Dashcam,Cancelled,Seth Proper,HRSS - MerchantX LLC,6/3/2022 2:20:42 PM,,,6/3/2022 2:20:42 PM,6/3/2022 2:27:29 PM,,
8739296850302518,Mama's Place,Approved,Paul Lackey,Ambit Technologies,6/3/2022 2:14:22 PM,6/6/2022 10:31:13 AM,,6/3/2022 2:14:22 PM,6/3/2022 3:57:59 PM,,
,Spire Smartwatch,Cancelled,Seth Proper,HRSS - MerchantX LLC,6/3/2022 2:13:05 PM,,,6/3/2022 2:13:05 PM,6/3/2022 2:17:47 PM,,
,Sonic Earpods,Cancelled,Seth Proper,HRSS - MerchantX LLC,6/3/2022 2:00:29 PM,,,6/3/2022 2:00:29 PM,6/3/2022 2:11:00 PM,,
56310000007543,New York Smokers Inc,Approved,GREG FABIANI,Score - JJF FABS,6/3/2022 1:57:29 PM,6/9/2022 9:32:33 AM,,6/3/2022 1:57:29 PM,6/3/2022 3:17:31 PM,,
554402000689018,Mandell Chiropractic Center,Approved,Yamilet  Strauss,"Merchant Processing Solutions, Inc.",6/3/2022 1:57:28 PM,6/3/2022 4:59:52 PM,,6/3/2022 1:57:28 PM,6/3/2022 3:36:53 PM,,
,aabb,Draft,Tom Della Badia,One Source Merchant Solutions LLC,6/3/2022 1:48:42 PM,,,6/3/2022 1:48:42 PM,,,
56310000007479,Jalapeno Shack 1,Approved,Mustafa  Ghulan,MIKRONEXUS/CD,6/3/2022 1:48:26 PM,6/3/2022 3:19:53 PM,,6/3/2022 1:48:26 PM,6/3/2022 2:22:37 PM,,
8739296850302515,Chicken Express Bulverde,Approved,Patrick Page,Patrick Page - Axis POS,6/3/2022 1:48:17 PM,6/3/2022 3:31:20 PM,,6/3/2022 1:48:17 PM,6/3/2022 2:03:18 PM,,
554402002223832,EMPIRE CHEVROLET OF HICKSVILLE - WARRANTY,Approved,Jack Haytaian,Jack Haytaian,6/3/2022 1:44:39 PM,6/3/2022 5:58:53 PM,,6/3/2022 1:44:39 PM,6/3/2022 3:21:12 PM,,
56310000007482,Village Vintner Winery,Approved,Carlos Medellin,Digital Market POS,6/3/2022 1:41:57 PM,6/6/2022 6:03:31 AM,,6/3/2022 1:41:57 PM,6/3/2022 4:58:40 PM,,
8739292500304434,EMPIRE CHEVROLET OF HICKSVILLE - SERVICE NZ0,Approved,Jack Haytaian,Jack HaytaianNZO,6/3/2022 1:40:56 PM,6/3/2022 5:45:15 PM,,6/3/2022 1:40:56 PM,6/3/2022 3:18:09 PM,,
